Hugo_Symbol	refseq.ID	protein.ID	aa.length
PNPO	NM_018129	NP_060599	261
PNPT1	NM_033109	NP_149100	783
POC1A	NM_015426	NP_056241	407
POC1B	NM_172240	NP_758440	478
POC1B-GALNT4	NM_001199781	NP_001186710	575
POC5	NM_001099271	NP_001092741	575
PODN	NM_153703	NP_714914	661
PODNL1	NM_024825	NP_079101	512
PODXL	NM_001018111	NP_001018121	558
PODXL2	NM_015720	NP_056535	605
POF1B	NM_024921	NP_079197	589
POFUT1	NM_015352	NP_056167	388
POFUT2	NM_133635	NP_598368	429
POGK	NM_017542	NP_060012	609
POGLUT1	NM_152305	NP_689518	392
POGZ	NM_015100	NP_055915	1410
POLA1	NM_016937	NP_058633	1462
POLA2	NM_002689	NP_002680	598
POLB	NM_002690	NP_002681	335
POLD1	NM_001256849	NP_001243778	1107
POLD2	NM_006230	NP_006221	504
POLD3	NM_006591	NP_006582	466
POLD4	NM_021173	NP_066996	107
POLDIP2	NM_015584	NP_056399	368
POLDIP3	NM_032311	NP_115687	421
POLE	NM_006231	NP_006222	2286
POLE2	NM_002692	NP_002683	527
POLE3	NM_017443	NP_059139	147
POLE4	NM_019896	NP_063949	117
POLG	NM_002693	NP_002684	1239
POLG2	NM_007215	NP_009146	485
POLH	NM_006502	NP_006493	713
POLI	NM_007195	NP_009126	740
POLK	NM_016218	NP_057302	870
POLL	NM_001174084	NP_001167555	575
POLM	NM_013284	NP_037416	494
POLN	NM_181808	NP_861524	900
POLQ	NM_199420	NP_955452	2590
POLR1A	NM_015425	NP_056240	1720
POLR1B	NM_019014	NP_061887	1135
POLR1C	NM_203290	NP_976035	346
POLR1D	NM_015972	NP_057056	133
POLR1E	NM_022490	NP_071935	419
POLR2A	NM_000937	NP_000928	1970
POLR2B	NM_000938	NP_000929	1174
POLR2C	NM_032940	NP_116558	275
POLR2D	NM_004805	NP_004796	142
POLR2E	NM_002695	NP_002686	210
POLR2F	NM_021974	NP_068809	127
POLR2G	NM_002696	NP_002687	172
POLR2H	NM_006232	NP_006223	150
POLR2I	NM_006233	NP_006224	125
POLR2J	NM_006234	NP_006225	117
POLR2J2	NM_032959	NP_116581	115
POLR2J3	NM_001097615	NP_001091084	115
POLR2K	NM_005034	NP_005025	58
POLR2L	NM_021128	NP_066951	67
POLR3A	NM_007055	NP_008986	1390
POLR3B	NM_018082	NP_060552	1133
POLR3C	NM_006468	NP_006459	534
POLR3D	NM_001722	NP_001713	398
POLR3E	NM_018119	NP_060589	708
POLR3F	NM_006466	NP_006457	316
POLR3G	NM_006467	NP_006458	223
POLR3GL	NM_032305	NP_115681	218
POLR3H	NM_001018050	NP_001018060	204
POLR3K	NM_016310	NP_057394	108
POLRMT	NM_005035	NP_005026	1230
POMC	NM_001035256	NP_001030333	267
POMGNT1	NM_001243766	NP_001230695	748
POMP	NM_015932	NP_057016	141
POMT1	NM_007171	NP_009102	747
POMT2	NM_013382	NP_037514	750
POMZP3	NM_012230	NP_036362	187
PON1	NM_000446	NP_000437	355
PON2	NM_000305	NP_000296	354
PON3	NM_000940	NP_000931	354
POP1	NM_015029	NP_055844	1024
POP4	NM_006627	NP_006618	220
POP5	NM_015918	NP_057002	163
POP7	NM_005837	NP_005828	140
POPDC2	NM_022135	NP_071418	364
POPDC3	NM_022361	NP_071756	291
POR	NM_000941	NP_000932	680
PORCN	NM_203475	NP_982301	461
POSTN	NM_006475	NP_006466	836
POT1	NM_015450	NP_056265	634
POTEA	NM_001005365	NP_001005365	498
POTEC	NM_001137671	NP_001131143	542
POTED	NM_174981	NP_778146	584
POTEE	NM_001083538	NP_001077007	1075
POTEF	NM_001099771	NP_001093241	1075
POTEG	NM_001005356	NP_001005356	508
POTEH	NM_001136213	NP_001129685	545
POTEM	NM_001145442	NP_001138914	508
POU1F1	NM_001122757	NP_001116229	317
POU2AF1	NM_006235	NP_006226	256
POU2F1	NM_002697	NP_002688	766
POU2F2	NM_001207025	NP_001193954	479
POU2F3	NM_001244682	NP_001231611	438
POU3F1	NM_002699	NP_002690	451
POU3F2	NM_005604	NP_005595	443
POU3F3	NM_006236	NP_006227	500
POU3F4	NM_000307	NP_000298	361
POU4F1	NM_006237	NP_006228	419
POU4F2	NM_004575	NP_004566	409
POU4F3	NM_002700	NP_002691	338
POU5F1	NM_002701	NP_002692	360
POU5F1B	NM_001159542	NP_001153014	359
POU5F2	NM_153216	NP_694948	328
POU6F1	NM_002702	NP_002693	301
POU6F2	NM_007252	NP_009183	691
PP2D1	NM_001252657	NP_001239586	630
PPA1	NM_021129	NP_066952	289
PPA2	NM_176869	NP_789845	334
PPAN	NM_020230	NP_064615	473
PPAN-P2RY11	NM_001040664	NP_001035754	794
PPAP2A	NM_176895	NP_795714	285
PPAP2B	NM_003713	NP_003704	311
PPAP2C	NM_177543	NP_808211	309
PPAPDC1A	NM_001030059	NP_001025230	271
PPAPDC1B	NM_001102559	NP_001096029	264
PPAPDC2	NM_203453	NP_982278	295
PPAPDC3	NM_032728	NP_116117	271
PPARA	NM_005036	NP_005027	468
PPARD	NM_006238	NP_006229	441
PPARG	NM_015869	NP_056953	505
PPARGC1A	NM_013261	NP_037393	798
PPARGC1B	NM_133263	NP_573570	1023
PPAT	NM_002703	NP_002694	517
PPBP	NM_002704	NP_002695	128
PPCDC	NM_021823	NP_068595	204
PPCS	NM_024664	NP_078940	311
PPEF1	NM_006240	NP_006231	653
PPEF2	NM_006239	NP_006230	753
PPFIA1	NM_003626	NP_003617	1202
PPFIA2	NM_003625	NP_003616	1257
PPFIA3	NM_003660	NP_003651	1194
PPFIA4	NM_015053	NP_055868	701
PPFIBP1	NM_177444	NP_803193	1011
PPFIBP2	NM_003621	NP_003612	876
PPHLN1	NM_016488	NP_057572	458
PPIA	NM_021130	NP_066953	165
PPIAL4A	NM_178230	NP_839944	164
PPIAL4B	NM_001143883	NP_001137355	164
PPIAL4C	NM_001135789	NP_001129261	164
PPIAL4D	NM_001164261	NP_001157733	164
PPIAL4E	NM_001144032	NP_001137504	164
PPIAL4F	NM_001164262	NP_001157734	164
PPIAL4G	NM_001123068	NP_001116540	164
PPIB	NM_000942	NP_000933	216
PPIC	NM_000943	NP_000934	212
PPID	NM_005038	NP_005029	370
PPIE	NM_001195007	NP_001181936	314
PPIF	NM_005729	NP_005720	207
PPIG	NM_004792	NP_004783	754
PPIH	NM_006347	NP_006338	177
PPIL1	NM_016059	NP_057143	166
PPIL2	NM_148176	NP_680481	527
PPIL3	NM_032472	NP_115861	165
PPIL4	NM_139126	NP_624311	492
PPIL6	NM_001111298	NP_001104768	337
PPIP5K1	NM_001130858	NP_001124330	1433
PPIP5K2	NM_015216	NP_056031	1222
PPL	NM_002705	NP_002696	1756
PPM1A	NM_177952	NP_808821	455
PPM1B	NM_002706	NP_002697	479
PPM1D	NM_003620	NP_003611	605
PPM1E	NM_014906	NP_055721	755
PPM1F	NM_014634	NP_055449	454
PPM1G	NM_177983	NP_817092	546
PPM1H	NM_020700	NP_065751	514
PPM1J	NM_005167	NP_005158	505
PPM1K	NM_152542	NP_689755	372
PPM1L	NM_139245	NP_640338	360
PPM1M	NM_144641	NP_653242	459
PPM1N	NM_001080401	NP_001073870	430
PPME1	NM_016147	NP_057231	386
PPOX	NM_000309	NP_000300	477
PPP1CA	NM_001008709	NP_001008709	341
PPP1CB	NM_002709	NP_002700	327
PPP1CC	NM_001244974	NP_001231903	337
PPP1R10	NM_002714	NP_002705	940
PPP1R11	NM_021959	NP_068778	126
PPP1R12A	NM_002480	NP_002471	1030
PPP1R12B	NM_002481	NP_002472	982
PPP1R12C	NM_017607	NP_060077	782
PPP1R13B	NM_015316	NP_056131	1090
PPP1R13L	NM_006663	NP_006654	828
PPP1R14A	NM_033256	NP_150281	147
PPP1R14B	NM_138689	NP_619634	147
PPP1R14C	NM_030949	NP_112211	165
PPP1R14D	NM_001130143	NP_001123615	200
PPP1R15A	NM_014330	NP_055145	674
PPP1R15B	NM_032833	NP_116222	713
PPP1R16A	NM_032902	NP_116291	528
PPP1R16B	NM_015568	NP_056383	567
PPP1R18	NM_001134870	NP_001128342	613
PPP1R1A	NM_006741	NP_006732	171
PPP1R1B	NM_032192	NP_115568	204
PPP1R1C	NM_001261424	NP_001248353	116
PPP1R2	NM_006241	NP_006232	205
PPP1R21	NM_001135629	NP_001129101	780
PPP1R27	NM_001007533	NP_001007534	154
PPP1R37	NM_019121	NP_061994	691
PPP1R3A	NM_002711	NP_002702	1122
PPP1R3B	NM_024607	NP_078883	285
PPP1R3C	NM_005398	NP_005389	317
PPP1R3D	NM_006242	NP_006233	299
PPP1R3F	NM_033215	NP_149992	799
PPP1R3G	NM_001145115	NP_001138587	358
PPP1R42	NM_001013626	NP_001013648	228
PPP1R7	NM_002712	NP_002703	360
PPP1R8	NM_014110	NP_054829	351
PPP1R9A	NM_001166160	NP_001159632	1374
PPP1R9B	NM_032595	NP_115984	817
PPP2CA	NM_002715	NP_002706	309
PPP2CB	NM_001009552	NP_001009552	309
PPP2R1A	NM_014225	NP_055040	589
PPP2R1B	NM_181699	NP_859050	667
PPP2R2A	NM_001177591	NP_001171062	457
PPP2R2B	NM_181676	NP_858062	446
PPP2R2C	NM_181876	NP_870991	447
PPP2R2D	NM_018461	NP_060931	453
PPP2R3A	NM_002718	NP_002709	1150
PPP2R3B	NM_013239	NP_037371	575
PPP2R4	NM_178001	NP_821068	358
PPP2R5A	NM_006243	NP_006234	486
PPP2R5B	NM_006244	NP_006235	497
PPP2R5C	NM_001161725	NP_001155197	555
PPP2R5D	NM_006245	NP_006236	602
PPP2R5E	NM_006246	NP_006237	467
PPP3CA	NM_000944	NP_000935	521
PPP3CB	NM_001142353	NP_001135825	525
PPP3CC	NM_001243974	NP_001230903	521
PPP3R1	NM_000945	NP_000936	170
PPP3R2	NM_147180	NP_671709	173
PPP4C	NM_002720	NP_002711	307
PPP4R2	NM_174907	NP_777567	417
PPP4R4	NM_058237	NP_478144	873
PPP5C	NM_006247	NP_006238	499
PPP5D1	NM_001205281	NP_001192210	137
PPP6C	NM_001123355	NP_001116827	342
PPP6R1	NM_014931	NP_055746	881
PPP6R2	NM_001242898	NP_001229827	959
PPP6R3	NM_001164160	NP_001157632	879
PPRC1	NM_015062	NP_055877	1664
PPT1	NM_000310	NP_000301	306
PPT2	NM_138717	NP_619731	308
PPTC7	NM_139283	NP_644812	304
PPWD1	NM_015342	NP_056157	646
PPY	NM_002722	NP_002713	95
PPYR1	NM_005972	NP_005963	375
PQBP1	NM_005710	NP_005701	265
PQLC1	NM_025078	NP_079354	271
PQLC2	NM_001040125	NP_001035214	291
PRADC1	NM_032319	NP_115695	188
PRAF2	NM_007213	NP_009144	178
PRAM1	NM_032152	NP_115528	670
PRAMEF12	NM_001080830	NP_001074299	483
PRAMEF7	NM_001012277	NP_001012277	474
PRAMEF8	NM_001012276	NP_001012276	474
PRC1	NM_003981	NP_003972	620
PRCC	NM_005973	NP_005964	491
PRCP	NM_199418	NP_955450	517
PRDM1	NM_001198	NP_001189	825
PRDM10	NM_020228	NP_064613	1160
PRDM11	NM_001256695	NP_001243624	1177
PRDM12	NM_021619	NP_067632	367
PRDM13	NM_021620	NP_067633	707
PRDM14	NM_024504	NP_078780	571
PRDM15	NM_022115	NP_071398	1507
PRDM16	NM_022114	NP_071397	1276
PRDM2	NM_012231	NP_036363	1718
PRDM4	NM_012406	NP_036538	801
PRDM5	NM_018699	NP_061169	630
PRDM6	NM_001136239	NP_001129711	595
PRDM7	NM_001098173	NP_001091643	492
PRDM8	NM_020226	NP_064611	689
PRDM9	NM_020227	NP_064612	894
PRDX1	NM_181697	NP_859048	199
PRDX2	NM_005809	NP_005800	198
PRDX3	NM_006793	NP_006784	256
PRDX4	NM_006406	NP_006397	271
PRDX5	NM_012094	NP_036226	214
PRDX6	NM_004905	NP_004896	224
PREB	NM_013388	NP_037520	417
PRELID1	NM_013237	NP_037369	219
PRELID2	NM_182960	NP_892005	189
PRELP	NM_002725	NP_002716	382
PREP	NM_002726	NP_002717	710
PREPL	NM_006036	NP_006027	727
PREX1	NM_020820	NP_065871	1659
PREX2	NM_024870	NP_079146	1606
PRF1	NM_005041	NP_005032	555
PRG2	NM_002728	NP_002719	222
PRG3	NM_006093	NP_006084	225
PRG4	NM_005807	NP_005798	1404
PRHOXNB	NM_001105577	NP_001099047	173
PRICKLE1	NM_153026	NP_694571	831
PRICKLE2	NM_198859	NP_942559	844
PRICKLE3	NM_006150	NP_006141	615
PRICKLE4	NM_013397	NP_037529	384
PRIM1	NM_000946	NP_000937	420
PRIM2	NM_000947	NP_000938	509
PRKAA1	NM_206907	NP_996790	574
PRKAA2	NM_006252	NP_006243	552
PRKAB1	NM_006253	NP_006244	270
PRKAB2	NM_005399	NP_005390	272
PRKACA	NM_002730	NP_002721	351
PRKACB	NM_182948	NP_891993	398
PRKACG	NM_002732	NP_002723	351
PRKAG1	NM_001206709	NP_001193638	340
PRKAG2	NM_016203	NP_057287	569
PRKAG3	NM_017431	NP_059127	489
PRKAR1A	NM_002734	NP_002725	381
PRKAR1B	NM_002735	NP_002726	381
PRKAR2A	NM_004157	NP_004148	404
PRKAR2B	NM_002736	NP_002727	418
PRKCA	NM_002737	NP_002728	672
PRKCB	NM_002738	NP_002729	673
PRKCD	NM_006254	NP_006245	676
PRKCE	NM_005400	NP_005391	737
PRKCG	NM_002739	NP_002730	697
PRKCH	NM_006255	NP_006246	683
PRKCI	NM_002740	NP_002731	596
PRKCQ	NM_006257	NP_006248	706
PRKCSH	NM_002743	NP_002734	528
PRKCZ	NM_002744	NP_002735	592
PRKD1	NM_002742	NP_002733	912
PRKD2	NM_001079880	NP_001073349	878
PRKD3	NM_005813	NP_005804	890
PRKDC	NM_006904	NP_008835	4128
PRKG1	NM_006258	NP_006249	686
PRKG2	NM_006259	NP_006250	762
PRKRA	NM_003690	NP_003681	313
PRKRIP1	NM_024653	NP_078929	184
PRKRIR	NM_004705	NP_004696	761
PRKX	NM_005044	NP_005035	358
PRL	NM_000948	NP_000939	227
PRLHR	NM_004248	NP_004239	370
PRLR	NM_000949	NP_000940	622
PRMT1	NM_001536	NP_001527	371
PRMT10	NM_138364	NP_612373	845
PRMT2	NM_001535	NP_001526	433
PRMT3	NM_005788	NP_005779	531
PRMT5	NM_006109	NP_006100	637
PRMT6	NM_018137	NP_060607	375
PRMT7	NM_019023	NP_061896	692
PRMT8	NM_019854	NP_062828	394
PRND	NM_012409	NP_036541	176
PRNP	NM_000311	NP_000302	253
PROC	NM_000312	NP_000303	461
PROCA1	NM_152465	NP_689678	336
PROCR	NM_006404	NP_006395	238
PRODH	NM_016335	NP_057419	600
PRODH2	NM_021232	NP_067055	536
PROK1	NM_032414	NP_115790	105
PROK2	NM_001126128	NP_001119600	129
PROKR1	NM_138964	NP_620414	393
PROKR2	NM_144773	NP_658986	384
PROM1	NM_006017	NP_006008	865
PROM2	NM_001165978	NP_001159450	834
PROP1	NM_006261	NP_006252	226
PROS1	NM_000313	NP_000304	676
PROSAPIP1	NM_014731	NP_055546	673
PROSC	NM_007198	NP_009129	275
PROX1	NM_002763	NP_002754	737
PROX2	NM_001243007	NP_001229936	592
PROZ	NM_001256134	NP_001243063	422
PRPF18	NM_003675	NP_003666	342
PRPF19	NM_014502	NP_055317	504
PRPF3	NM_004698	NP_004689	683
PRPF31	NM_015629	NP_056444	499
PRPF38A	NM_032864	NP_116253	312
PRPF38B	NM_018061	NP_060531	546
PRPF39	NM_017922	NP_060392	669
PRPF4	NM_004697	NP_004688	522
PRPF40A	NM_017892	NP_060362	930
PRPF40B	NM_001031698	NP_001026868	892
PRPF4B	NM_003913	NP_003904	1007
PRPF6	NM_012469	NP_036601	941
PRPF8	NM_006445	NP_006436	2335
PRPH	NM_006262	NP_006253	470
PRPH2	NM_000322	NP_000313	346
PRPS1	NM_002764	NP_002755	318
PRPS1L1	NM_175886	NP_787082	318
PRPS2	NM_001039091	NP_001034180	321
PRPSAP1	NM_002766	NP_002757	385
PRPSAP2	NM_002767	NP_002758	369
PRR12	NM_020719	NP_065770	2036
PRR21	NM_001080835	NP_001074304	389
PRR23A	NM_001134659	NP_001128131	266
PRR23B	NM_001013650	NP_001013672	265
PRR23C	NM_001134657	NP_001128129	262
PRR3	NM_025263	NP_079539	188
PRR5	NM_001198721	NP_001185650	411
PRR5-ARHGAP8	NM_181334	NP_851851	555
PRR5L	NM_024841	NP_079117	368
PRRC1	NM_130809	NP_570721	445
PRRC2A	NM_080686	NP_542417	2157
PRRC2B	NM_013318	NP_037450	2229
PRRC2C	NM_015172	NP_055987	2817
PRRG1	NM_000950	NP_000941	218
PRRG2	NM_000951	NP_000942	202
PRRG3	NM_024082	NP_076987	231
PRRG4	NM_024081	NP_076986	226
PRRT1	NM_030651	NP_085154	306
PRRT2	NM_001256442	NP_001243371	394
PRRT3	NM_207351	NP_997234	981
PRRX1	NM_022716	NP_073207	245
PRRX2	NM_016307	NP_057391	253
PRSS1	NM_002769	NP_002760	247
PRSS12	NM_003619	NP_003610	875
PRSS16	NM_005865	NP_005856	514
PRSS2	NM_002770	NP_002761	247
PRSS21	NM_006799	NP_006790	314
PRSS22	NM_022119	NP_071402	317
PRSS23	NM_007173	NP_009104	383
PRSS27	NM_031948	NP_114154	290
PRSS3	NM_007343	NP_031369	304
PRSS33	NM_152891	NP_690851	280
PRSS35	NM_153362	NP_699193	413
PRSS36	NM_173502	NP_775773	855
PRSS37	NM_001008270	NP_001008271	235
PRSS38	NM_183062	NP_898885	326
PRSS41	NM_001135086	NP_001128558	318
PRSS42	NM_182702	NP_874361	293
PRSS45	NM_199183	NP_954652	228
PRSS46	NM_001205271	NP_001192200	174
PRSS48	NM_183375	NP_899231	328
PRSS50	NM_013270	NP_037402	385
PRSS53	NM_001039503	NP_001034592	553
PRSS54	NM_001080492	NP_001073961	395
PRSS55	NM_198464	NP_940866	352
PRSS56	NM_001195129	NP_001182058	603
PRSS57	NM_214710	NP_999875	283
PRSS58	NM_001001317	NP_001001317	241
PRSS8	NM_002773	NP_002764	343
PRTFDC1	NM_020200	NP_064585	225
PRTG	NM_173814	NP_776175	1150
PRTN3	NM_002777	NP_002768	256
PRUNE	NM_021222	NP_067045	453
PRUNE2	NM_015225	NP_056040	3088
PRX	NM_181882	NP_870998	1461
PSAP	NM_001042465	NP_001035930	527
PSAPL1	NM_001085382	NP_001078851	521
PSAT1	NM_058179	NP_478059	370
PSCA	NM_005672	NP_005663	114
PSD	NM_002779	NP_002770	1024
PSD2	NM_032289	NP_115665	771
PSD3	NM_015310	NP_056125	1047
PSD4	NM_012455	NP_036587	1056
PSEN1	NM_000021	NP_000012	467
PSEN2	NM_000447	NP_000438	448
PSENEN	NM_172341	NP_758844	101
PSG1	NM_006905	NP_008836	426
PSG11	NM_002785	NP_002776	335
PSG2	NM_031246	NP_112536	335
PSG3	NM_021016	NP_066296	428
PSG4	NM_002780	NP_002771	419
PSG5	NM_002781	NP_002772	335
PSG6	NM_002782	NP_002773	435
PSG7	NM_002783	NP_002774	419
PSG8	NM_182707	NP_874366	426
PSG9	NM_002784	NP_002775	426
PSIP1	NM_033222	NP_150091	530
PSKH1	NM_006742	NP_006733	424
PSKH2	NM_033126	NP_149117	385
PSMA1	NM_148976	NP_683877	269
PSMA2	NM_002787	NP_002778	234
PSMA3	NM_002788	NP_002779	255
PSMA4	NM_002789	NP_002780	261
PSMA5	NM_002790	NP_002781	241
PSMA6	NM_002791	NP_002782	246
PSMA7	NM_002792	NP_002783	248
PSMA8	NM_144662	NP_653263	256
PSMB1	NM_002793	NP_002784	241
PSMB10	NM_002801	NP_002792	273
PSMB11	NM_001099780	NP_001093250	300
PSMB2	NM_002794	NP_002785	201
PSMB3	NM_002795	NP_002786	205
PSMB4	NM_002796	NP_002787	264
PSMB5	NM_002797	NP_002788	263
PSMB6	NM_002798	NP_002789	239
PSMB7	NM_002799	NP_002790	277
PSMB8	NM_148919	NP_683720	276
PSMB9	NM_002800	NP_002791	219
PSMC1	NM_002802	NP_002793	440
PSMC2	NM_002803	NP_002794	433
PSMC3	NM_002804	NP_002795	439
PSMC3IP	NM_016556	NP_057640	217
PSMC4	NM_006503	NP_006494	418
PSMC5	NM_002805	NP_002796	406
PSMC6	NM_002806	NP_002797	403
PSMD1	NM_002807	NP_002798	953
PSMD10	NM_002814	NP_002805	226
PSMD11	NM_001270482	NP_001257411	422
PSMD12	NM_002816	NP_002807	456
PSMD13	NM_175932	NP_787128	378
PSMD14	NM_005805	NP_005796	310
PSMD2	NM_002808	NP_002799	908
PSMD3	NM_002809	NP_002800	534
PSMD4	NM_002810	NP_002801	377
PSMD5	NM_005047	NP_005038	504
PSMD6	NM_014814	NP_055629	389
PSMD7	NM_002811	NP_002802	324
PSMD8	NM_002812	NP_002803	350
PSMD9	NM_002813	NP_002804	223
PSME1	NM_176783	NP_788955	250
PSME2	NM_002818	NP_002809	239
PSME3	NM_176863	NP_789839	267
PSME4	NM_014614	NP_055429	1843
PSMF1	NM_006814	NP_006805	271
PSMG2	NM_020232	NP_064617	264
PSMG3	NM_032302	NP_115678	122
PSPC1	NM_001042414	NP_001035879	523
PSPH	NM_004577	NP_004568	225
PSPN	NM_004158	NP_004149	156
PSTK	NM_153336	NP_699167	348
PSTPIP1	NM_003978	NP_003969	416
PSTPIP2	NM_024430	NP_077748	334
PTAFR	NM_001164721	NP_001158193	342
PTAR1	NM_001099666	NP_001093136	402
PTBP1	NM_002819	NP_002810	557
PTBP2	NM_021190	NP_067013	531
PTBP3	NM_001244898	NP_001231827	558
PTCD1	NM_015545	NP_056360	700
PTCD2	NM_024754	NP_079030	388
PTCD3	NM_017952	NP_060422	689
PTCH1	NM_000264	NP_000255	1447
PTCH2	NM_003738	NP_003729	1203
PTCHD1	NM_173495	NP_775766	888
PTCHD2	NM_020780	NP_065831	1392
PTCHD3	NM_001034842	NP_001030014	767
PTCHD4	NM_001013732	NP_001013754	846
PTDSS1	NM_014754	NP_055569	473
PTDSS2	NM_030783	NP_110410	487
PTEN	NM_000314	NP_000305	403
PTER	NM_001001484	NP_001001484	349
PTF1A	NM_178161	NP_835455	328
PTGDR	NM_000953	NP_000944	359
PTGDR2	NM_004778	NP_004769	395
PTGDS	NM_000954	NP_000945	190
PTGER1	NM_000955	NP_000946	402
PTGER2	NM_000956	NP_000947	358
PTGER3	NM_198718	NP_942011	418
PTGER4	NM_000958	NP_000949	488
PTGES	NM_004878	NP_004869	152
PTGES2	NM_025072	NP_079348	377
PTGES3	NM_006601	NP_006592	160
PTGES3L	NM_001261430	NP_001248359	199
PTGES3L-AARSD1	NM_001136042	NP_001129514	586
PTGFR	NM_000959	NP_000950	359
PTGFRN	NM_020440	NP_065173	879
PTGIR	NM_000960	NP_000951	386
PTGIS	NM_000961	NP_000952	500
PTGR1	NM_012212	NP_036344	329
PTGR2	NM_152444	NP_689657	351
PTGS1	NM_000962	NP_000953	599
PTGS2	NM_000963	NP_000954	604
PTH	NM_000315	NP_000306	115
PTH1R	NM_001184744	NP_001171673	593
PTH2R	NM_005048	NP_005039	550
PTHLH	NM_198965	NP_945316	177
PTK2	NM_005607	NP_005598	1074
PTK2B	NM_173174	NP_775266	1009
PTK6	NM_005975	NP_005966	451
PTK7	NM_001270398	NP_001257327	1078
PTN	NM_002825	NP_002816	168
PTOV1	NM_017432	NP_059128	416
PTP4A1	NM_003463	NP_003454	173
PTP4A2	NM_080391	NP_536316	167
PTP4A3	NM_032611	NP_116000	173
PTPDC1	NM_001253829	NP_001240758	808
PTPLA	NM_014241	NP_055056	288
PTPLAD1	NM_016395	NP_057479	362
PTPLAD2	NM_001010915	NP_001010915	232
PTPLB	NM_198402	NP_940684	254
PTPMT1	NM_175732	NP_783859	201
PTPN1	NM_002827	NP_002818	435
PTPN11	NM_002834	NP_002825	593
PTPN12	NM_002835	NP_002826	780
PTPN13	NM_080685	NP_542416	2490
PTPN14	NM_005401	NP_005392	1187
PTPN18	NM_014369	NP_055184	460
PTPN2	NM_002828	NP_002819	415
PTPN20A	NM_001042389	NP_001035848	420
PTPN20B	NM_001042357	NP_001035816	420
PTPN21	NM_007039	NP_008970	1174
PTPN22	NM_015967	NP_057051	807
PTPN23	NM_015466	NP_056281	1636
PTPN3	NM_002829	NP_002820	913
PTPN4	NM_002830	NP_002821	926
PTPN5	NM_032781	NP_116170	565
PTPN6	NM_080549	NP_536859	624
PTPN7	NM_002832	NP_002823	465
PTPN9	NM_002833	NP_002824	593
PTPRA	NM_002836	NP_002827	802
PTPRB	NM_001109754	NP_001103224	2215
PTPRC	NM_002838	NP_002829	1306
PTPRD	NM_002839	NP_002830	1912
PTPRE	NM_006504	NP_006495	700
PTPRF	NM_002840	NP_002831	1907
PTPRG	NM_002841	NP_002832	1445
PTPRH	NM_002842	NP_002833	1115
PTPRJ	NM_002843	NP_002834	1337
PTPRK	NM_001135648	NP_001129120	1446
PTPRM	NM_001105244	NP_001098714	1465
PTPRN	NM_002846	NP_002837	979
PTPRN2	NM_002847	NP_002838	1015
PTPRO	NM_030667	NP_109592	1216
PTPRQ	NM_001145026	NP_001138498	2299
PTPRR	NM_002849	NP_002840	657
PTPRS	NM_002850	NP_002841	1948
PTPRT	NM_133170	NP_573400	1460
PTPRU	NM_005704	NP_005695	1446
PTPRZ1	NM_002851	NP_002842	2315
PTRH1	NM_001002913	NP_001002913	214
PTRH2	NM_016077	NP_057161	179
PTRHD1	NM_001013663	NP_001013685	140
PTS	NM_000317	NP_000308	145
PTTG1	NM_004219	NP_004210	202
PTTG2	NM_006607	NP_006598	191
PTX3	NM_002852	NP_002843	381
PTX4	NM_001013658	NP_001013680	473
PUF60	NM_078480	NP_510965	559
PUM1	NM_001020658	NP_001018494	1188
PUM2	NM_015317	NP_056132	1064
PURA	NM_005859	NP_005850	322
PURB	NM_033224	NP_150093	312
PURG	NM_013357	NP_037489	347
PUS1	NM_025215	NP_079491	427
PUS10	NM_144709	NP_653310	529
PUS3	NM_031307	NP_112597	481
PUS7	NM_019042	NP_061915	661
PUS7L	NM_001098614	NP_001092084	701
PUSL1	NM_153339	NP_699170	303
PVALB	NM_002854	NP_002845	110
PVR	NM_006505	NP_006496	417
PVRIG	NM_024070	NP_076975	326
PVRL1	NM_002855	NP_002846	517
PVRL2	NM_001042724	NP_001036189	538
PVRL3	NM_015480	NP_056295	549
PVRL4	NM_030916	NP_112178	510
PWP1	NM_007062	NP_008993	501
PWP2	NM_005049	NP_005040	919
PWWP2A	NM_001130864	NP_001124336	755
PWWP2B	NM_138499	NP_612508	590
PXDC1	NM_183373	NP_899229	231
PXDN	NM_012293	NP_036425	1479
PXDNL	NM_144651	NP_653252	1463
PXK	NM_017771	NP_060241	578
PXMP2	NM_018663	NP_061133	195
PXMP4	NM_007238	NP_009169	212
PXN	NM_001243756	NP_001230685	605
PYCARD	NM_013258	NP_037390	195
PYCR1	NM_006907	NP_008838	319
PYCR2	NM_013328	NP_037460	320
PYCRL	NM_023078	NP_075566	286
PYDC1	NM_152901	NP_690865	89
PYDC2	NM_001083308	NP_001076777	97
PYGB	NM_002862	NP_002853	843
PYGL	NM_002863	NP_002854	847
PYGM	NM_005609	NP_005600	842
PYGO1	NM_015617	NP_056432	419
PYGO2	NM_138300	NP_612157	406
PYHIN1	NM_152501	NP_689714	492
PYROXD1	NM_024854	NP_079130	500
PYROXD2	NM_032709	NP_116098	581
PYURF	NM_032906	NP_116295	114
PYY	NM_004160	NP_004151	97
PZP	NM_002864	NP_002855	1482
QARS	NM_005051	NP_005042	775
QDPR	NM_000320	NP_000311	244
QKI	NM_006775	NP_006766	341
QPCT	NM_012413	NP_036545	361
QPCTL	NM_017659	NP_060129	382
QPRT	NM_014298	NP_055113	297
QRFP	NM_198180	NP_937823	136
